Id,Category
cDd48b2GATg,24
vX1N-RVhQv0,24
A5pX2G5kydU,24
amzSl-ay4bY,24
CLo0sdAsmzI,24
rEk2x6ix7nk,24
34FgyS2G3II,24
XPc6EOzTlRE,24
4FQFrCuZRYc,24
5LzboctX1DA,24
s2dUr2-edpk,24
shfjP62Y8k8,24
dkiZVsI8VaE,24
UeJRYoEsWdI,24
YgPY0ifTa4U,24
Ladc6RYQmhk,24
5wqkL-qtYCw,24
hw_MCz_EGgk,24
F_islOMriQ0,24
FYeNlr99yRs,24
7EsBYmsO_pc,24
CcpjsbhSgZs,24
HKA2ULddK_0,24
pd7Aah3j5U0,24
m5fGOC9hb3A,24
cB0t6MDE5LY,24
St7EaHGkWbA,24
HLFBhApMzPM,24
XPo3lSJEERM,24
Xy43bM3S144,24
_Z1-THI0EA8,24
ZPFQL8cyFvo,24
FJo8DhWbSKw,24
VzWfiUXmuYI,24
mNFUXT-biEE,24
RbrSFtke0bc,22
2_n4TlbZM-k,22
3JzlXgARScw,22
1LBd0XyQuB4,22
N6LDMitm0VI,22
Rl_e33SoLZM,22
XqFXO-AgwVg,22
isww2YpGm64,22
zROuHgdurqg,22
b3i12-upybI,22
31PuEKFnhmA,22
8VBAeORZZNc,22
b4vLgw805_k,22
cOo8pEAjzPM,22
QG5Hnopyk4c,22
bH7kmSbarLs,22
c7XPqc12i9c,22
3T1GuLeqtSE,22
Mu3ocUT4RR4,22
u9Iqv4CYjiQ,22
lopZXEEg9A4,22
Auq1p9WYZw4,22
ECWRC6OPqRg,22
435gXZSuUy4,22
UBfNkWGMiW8,22
-Ab6PJWbN40,22
RTXONMOKCS0,22
4q8zzCr35Vc,22
3WoT1-_1g8s,22
1qo9Ng447k8,22
EW5OgXGUEf0,22
MKb-bRAQ3ts,22
CfJ6kIetmi0,22
bnh-hCG-9s0,22
ZUEO93cN-Bs,22
jgT-_WJS8yk,22
1TKTT8ycFdE,22
3CZe_ssFjs8,22
GJ-Bycm5kF4,22
8iJEwMSqUdA,22
DtnQmSzaTEg,22
MbWnz1q1dtI,22
3FC4teZFfaM,22
W4UMikObBjE,22
q7SH6-Pfy1M,22
Fmx6LmJS96E,22
NqqQSbXssTI,22
XG4ZnCcQozQ,24
d28r2XBTagY,1
aFVD30XTXI0,1
meqPz5DH94E,1
eY69ru1lqx8,1
ik1GgDLN4CQ,1
rSK5E38QNHE,24
MEXdHDvKh8w,24
jox5fDLgge4,24
sRFJ4dCPKdQ,24
Y0UOc-b6tsU,24
hzond0fF4MM,24
X_USR4mqSI8,24
VxRL4bnBsDI,24
o3rMb-wS3c4,24
tbLy7R7FLkw,24
QE5SlX8uyaE,24
RN7w6wboMtY,24
IjABmSQkKaI,24
0X21kVRZvnc,24
FsYIIin8khg,24
C9vhbEZCQ2w,24
kzNvkv0AAw0,24
54odWchhphs,24
vV--j4lAe_I,24
WU9VNQ1QfKE,24
_Fg0A8llp94,24
ffoFhMAYFhk,24
35Sc4k6gWBo,24
IpoBooj43Bs,24
30W0xGy2o8c,24
uWVH3qhcDIw,24
W51g-SnyPgk,24
0B7uGQQUU_0,24
drY-1NehGSM,24
eaFh44_LGOU,24
VoYZB_VPYNk,24
vkv9R-pStT4,24
323WIkjbgFk,24
oPlZfzq0Myo,24
wBDvmFB_8zk,24
sNExxe1abaE,24
AusklVbbyUk,24
d4s-Bkk3YZ4,24
ZWmuFREkw6o,24
6mwKeKHivnc,1
BedG6X9THg8,24
uMR6_i3bzuM,24
52iAwm5Yoe0,24
PTAG6Thc_LY,24
KOb7mPFQyBQ,26
tKX6fvXP9Xo,1
rxA3Du8lz-8,26
hKYFxJas8cY,1
moU6mZ6Hrt4,1
EuQ0vyoT9rY,1
Gq2g0Xp0vFk,26
ANAyBToJvUM,1
DYTwGDv4J0k,1
q5Nzmj73MV4,1
G7W4LM3FpFw,1
OhTP3MZLLHM,1
feX0mu8sLwE,1
HA0MIojzO7E,1
11HKGoP192s,1
gK31AVRI384,1
TGNq6KKDOOE,1
-bj_bXJF2gk,1
fjfzangb-kk,1
lFiNXMbb7wI,1
OsK5To14z1w,1
wakVwHzjr4A,1
Yx-jofTdhfw,1
iOAJYlPiM-c,1
D7gDYJCf0xo,1
lsJnlkGlL3A,1
muv1_8mgo_8,1
N_RO6K0ovu0,1
lI6913hKeD4,1
tBodTqqUYi0,1
M-QuYG56-SU,1
R78BwqORkIM,1
oxCPvZTo3IE,1
6vuF3pu5zBY,1
zKQuQvLeNr0,1
wgYlS5Xk5lQ,24
GS8nCr7Ii5o,24
191lQBa_9vY,24
PdT2Ho9zj6E,24
O8de4ISKj60,24
sJkj5FeRvDU,24
0jswysFaxkc,24
UQXsWLBYlI4,24
5p8bvgp97wA,24
MejaFInSK-w,24
8RVADL6Wh0Q,24
CQn33aQjlYo,24
Yhmb4lALDL4,24
8hFg3bpXuNE,24
kjJnA8SgYiw,24
VTkVADu9WIk,24
zcqqzx9f6aw,24
DqqTN0xDNUM,24
vnqJRURkecQ,24
OZbxPQJrh_I,24
xdoah61mFJc,24
9sOuEzQzMbE,24
Aryx5WnmgFg,24
N2TM8xERhr8,24
HO6CEyVp-Gk,24
HXMyTUvJbSc,24
NY8TcFOdgaQ,24
7SV4P5gASpU,24
XH9HT8esM-U,24
mxFYAozeCdg,24
LHXbTUnTRJc,24
IAsXi63bKxw,24
8Ge6tLzeVBY,24
ZLnW47VKih8,24
1XbX1n4bwP0,24
L6B7lvFAHRs,24
FkgLFjRXIwc,24
f1GkW8w9l50,24
rtHNjldDMjs,24
kowadaCNB2c,24
LWLqBsgFdcY,24
aLbbvga4nD0,24
hlBjb75kHZ4,24
Ar1j3QVGn6E,24
GnSksuCrXBw,24
uSyYJ7jHCXY,24
Vs0yRXR7zU8,24
gPMVzfs4UfI,24
GQxqnDBFkCk,1
5tWikz9yKbA,1
ACOAIZE0Bfg,1
IM_A2o93fwE,1
oHrL74UDg1k,1
J2MWQMUirlE,1
We2_UuUb2pM,1
NMONf2hG9tY,1
8PBZXk7RLWI,1
tuSEwvx9aRM,1
KoHr7GIrZN0,1
wGD8KB0UKGs,1
17jZYePqXIo,1
ka3fRKS0QV8,1
Mh2Zcau7aGk,1
8qUJyItMdWQ,1
YchcMI82cfI,1
8tIuX4fx-HI,1
P-KljlP6Mqw,1
-YpK9g9sWVg,1
cUQWmR67ynY,1
oGspv9mHh6I,1
RWc8W8gEwtc,1
BPqamQY3-L4,1
wDwFhrzOVO8,1
e22Ng9OiZPU,1
XF5PtwsyQO8,1
IzjT6yN9NOY,1
vKVygunm60Q,1
M0ylbeE8LkE,1
p_deHd3riRs,1
9FchEZc0-ig,1
1EzMobBCp0E,1
R3ajiJRDay0,1
Kxv3szZmUxY,1
gZjpYMVG3t4,1
BP1Lnh4xmeE,1
p9Ioo5NNb9s,1
khBm_IYjwWo,1
XUP3Z8QPJ2w,1
cqrtqu5mHds,1
qQffAHzH_80,1
7q5hTz2ICAE,1
SZlUMcTFwhY,1
tSpVf4s-rVc,1
ZH1j5B7wDLc,1
Wf7Q4lsJpK0,1
z6oqdrXgJA4,1
tsX1U09S-4A,1
WR2aAkomHm8,26
Ph5lGV25t68,26
bqkAUT-zOZ8,26
_Db4O-h92iY,26
JD_CKvSQDXY,26
Xx6VyF2E7NE,26
ZWXbTZvpe8U,26
2_3xhBwXApU,26
lWwGzZbsH-0,26
D_qwWTMCEVw,26
oRW-vtvaaCU,26
LthFixRFPtQ,26
xR22D77gnC0,26
hZE3DKT4p0M,26
8Y6fKh5e5eU,26
t5DawtzrMdQ,26
79D4etBa9ys,26
AYkk6uLa7Z0,26
EbaRdC3NQb0,26
qssDU5o3qAc,26
fMHE-QxidSw,26
hW9vlDYoAiM,26
PQmk57OQFQw,26
OwKzxZh3H0g,26
mx5bC4k5dlo,26
3Wb_GvbLOiY,26
qIUT0Ab_pU0,26
1wku1bOoG0A,26
PhGbtvLg0N8,26
7W3N279rdBc,26
Yup7NkxTDvc,26
BizITbMevCY,26
zrtFfd_sBSk,26
dxCQrl25v4U,26
XoqZQ0tJBLQ,26
jFa0EspgiEk,26
UET-GE4-MLY,26
Aih5irLQH9w,26
3G2vXyxJM50,1
DuBEiOKb16A,1
E4xwaRsZTrQ,1
tkTiKUhEA7w,1
DStRJKh6ryA,1
5DFMyOoESRs,26
ZqWGDYkTB_s,1
E0EBD86PDOA,1
Ng89DO8XHRo,1
HW_V7vXRQV8,1
8spBwmYmhVM,1
xepTRHdQXZc,27
obiwwrdtXBY,27
UhqztXNds4Y,27
ZVIZmXUE4bE,27
kfpq1xYUFBc,27
Pt1oZehJ5xg,27
EpV44Pf80xo,27
jDDNG4dOdpk,27
nXSxIc5GhCk,27
A0rHx01UBFk,27
Plq4Yt0W6kk,27
6cdHljeRu-0,27
2gj7qntJ2tA,27
93FC0TKDcC4,27
jKX2dzDASdo,27
AFqW6jBbf9k,27
svm9lyojtIA,27
eYGxJ_yR0MQ,27
BmAPbOLD5m8,27
JyfGi45d2lA,27
-Ll6JOWNZvo,27
kJfEPfYxOgY,27
f4PKgker_KI,27
Jbeu6bE_KIg,27
1NS2iS8dt8c,27
a_DmBAhGpQw,27
VAQGl71_9m4,27
o8wxgyXzy0U,27
OyfDpPv81Kg,27
zL17kY3LwN8,27
YXtfLYkNCOg,27
j7Dqik1TAjw,27
la4XAl_tVHw,27
J4iddjcGnOY,27
LYlYtnp9_1E,27
wOrH-xScZcE,27
i8ZX9cilHsE,27
RgEpOmy_WPk,27
7_2ge-ma_zA,27
KE1IPniJ5fE,27
qB3wVlrvfrk,27
Hr78dnqN5kA,27
SPlWcqYZCTk,27
92VJDbEZZt8,27
2fw5rglW9gE,27
Za6obUEj9AM,27
ArOPQbDdPKw,27
dVsj07bZpxA,27
SXq3n7ra4qY,24
EqFkZkNYLGQ,24
9YD1yhZOI-A,24
_FSIvnjsoz4,24
EdW1m00G09s,24
yEdExkixFNo,24
-zihoL-sbhc,24
0dDaLZyvGfo,24
yOWL6eWDIoo,24
0O7SpNUF4rA,24
R9BU4tBuL5E,24
p6HaoUyWhl0,24
3YOFz6cuYFA,24
Rungt7ll4Ws,24
3biPebD2Hxg,24
qfXjjA6lWXs,24
e0EbFEQhwLA,24
XNgCxDzaX70,24
6s8BjW6Ic6k,24
xwvOHs1604E,24
djL6iVevydg,24
S0bPD6bAPDo,24
SjpRmwC2f2o,24
e57bSBQWqgc,24
IW5-fslcgGg,24
PnG-ktmx42w,24
iAHe-fYgOcE,24
vqu4JvkgK4c,24
lPU7gU3HrhQ,24
_4DpZqhN2wo,24
XQDCq3J0ymM,24
_DLfKVv6N7w,24
wO0Nvbio8iE,24
j7bclKptTRc,24
udN0HH0MztM,24
uT-LuXJeEBo,24
LFYbcMbhx6U,24
w7Bz3IO3FsE,24
xjFvEpGZLyA,24
GtjAutDe9Qw,24
9xmNHHPz0OQ,24
DvdgqcPbALM,24
Otj3a17_bdw,24
hr9jSXZ3B4M,24
YoEfI6A1S9s,24
7ZDSsEr8jDQ,24
pe4uN8_WzvM,24
5oXZQJBtNaI,24
nf-9hkIiPWk,24
hN7WRxyDkGI,24
4wmjbwV3Y6w,24
6uCP73IzB2o,24
hgHDMxpStiI,24
3hzVqoSzv5c,24
5xP5PTlN6lw,24
wf2C2YrOMpY,24
LYwUiQf1344,24
y0HlYqihq_Q,24
xTwhaRzOfuw,24
FNfl7B5oQEg,24
F5FCo_UutCI,24
CMCvPa-tWn0,24
dz_U9e5X560,24
hRg5oHbsjLQ,24
dWRRpiZ7h3I,24
COR93x61siw,24
fj2-Qh9tEwk,24
jLVDUiEd6gY,24
YhRQvEaPtYg,24
wy3qxzh8wTc,24
HiDYt_aWgDE,24
yze-emzZMRs,24
fWS79c5MkwU,24
WVV0_CR667I,24
o0eRum462bs,24
tQigR9cRZ0s,24
bzNC5EIXqjM,24
d4VSCGzFRQo,24
OeGgBf7H28Y,24
e1I8Efethp0,24
0isHYN5XK_I,24
4yP2Sw8QzIk,24
DVgNOk_NswU,24
OCqw-aATOj0,24
e5oj9W3TBCc,24
JNmw-CyqW24,24
e0Jy3xx7ACs,24
Xg41HDSaN8k,24
tleIAnnM1mM,24
0BchPQNkGGQ,24
tdlebgkMjwc,24
Xa7k-cb89NQ,10
6Fri65dnPUQ,10
nHqmVpa2YTE,10
pEVCF79-SuE,10
zTHgbDPhOUo,10
lD59bmKM04U,22
av4PHvzq4hQ,22
QQeEWDogIzE,22
A1JEq8QTpdc,22
EYe-hYSkFcY,22
9tXL3tDwimE,22
Kt5r2HnXYhQ,22
FRPZU4Ns0kc,22
x3tofIIVs-k,22
NFRqb5T7qxc,22
ORB6idO9Udk,1
0PTV1Ai4UG0,1
USdN6lRkflU,1
sn2c9Lqw5uY,1
MHaZZGeoaTc,1
_YwWHITdibM,1
thCCa10Jo9w,1
PWXEgQhEjeY,1
XZuSlxvJJ5A,1
K9sGHAIVZVE,1
8DZyBW5TIBE,1
xicEximsl70,1
rw25rlURvLs,1
GrQY1swTKcU,1
9SIUszrM4BI,1
M-lFfLZNsRI,1
hoxPKXLpXGg,1
wmg7kfiGGVg,1
om355h7Qg_A,1
LVKh0Rfzbgc,1
MZie_sOurMs,1
LdGRP8vmP2I,1
Onj0ISxhQjE,1
n1HlrN2Qsyw,1
Xr2EeH7xU0w,1
hJaXvSncsH0,1
YOtdSASnHCU,1
jr5nJJmP1qU,1
cxQp_w_E6rg,1
wL8LYnNRLLU,1
WmxSAf-JYVs,1
A5XCp5CxtFA,1
B4Z7g8uuPZo,1
aSeJgiwiKWU,1
DnpFCFSQGvE,1
jvGheQ8ZdcA,1
64lJJt-c0_Q,1
VbTE9SBeKwQ,1
zbEp_s-ricY,1
7H4vzl_91Qs,1
6zKI56mdcKY,1
xhleMomotUg,1
-Cogm8tBYD0,1
MeIH0r_Zerk,1
keh7rjrs5dg,1
S8FN0_gAabs,1
ECwxXVUHv7c,1
8qlpYRk060k,1
pVGGPsXuaXg,1
UAHA1-t3AeQ,1
OPVbQEyzkVk,10
NenpdYVqFmw,10
z1zpeyHg3wg,10
pocJF9ejCGg,10
R2Re8_3HaAA,10
4sgyjuaGLq4,10
leGDzhRCnGI,10
3B79VXr41q8,10
IqsKvuENcAg,10
xFygf9c6tmk,10
FLGG3SZdfYA,10
IbP5VIHpr70,10
_XHTOJ2uwaE,10
FMB7uP0-iO4,10
7uw3hhmQf3Y,10
rMNE6XQcUjY,10
DPqg_0rlT3s,10
Zd1Flawc1-I,10
4zpLnhWKjpI,10
DOCBvZ25QWQ,10
eQZRVIiSJ7s,10
ovecYlDY3oI,10
iP0IxH1l08M,10
aQEl-3odknU,10
xdQVOzWX1r8,10
1P0MaGb4U9Q,10
xcO5ePwmswc,10
HjOWZhsVtSM,10
G3gIEbT_VJc,10
S1nHS1eUOQA,10
PyQDyI21x6U,10
z9lH9NhigwQ,10
DCnx7q8bVU0,10
Vo4eiEo0juw,10
fisFE4qlnwo,10
Yu6mVb3M-pw,10
j-h4Mtz2YNo,10
RNx6tRLNolc,10
PZ3a-8bUrjM,10
kqH7u7Xoa2Q,22
lPkwdTkkLWo,22
Flbwz1hz1Hg,22
Ki4ooUOLtqk,22
Cg5R88U87hk,10
1a-xDHSiVX0,22
fQTBem1blos,22
Tf9fM43ky98,10
J2Z_sgAe2fI,22
F79KlhOCoA8,24
m-8uPSpCNI4,1
RnRGYrW3S7w,1
qcwbYm8XnNE,1
PgMilvEipS8,1
0XV1PflqzRE,1
rO_a6nkNMlc,1
N_XzYm0esO8,1
VMm9o1AFLOM,1
GtQiKLkr_7M,1
imTzoi1_Q7k,1
XztdgqiFea0,1
IldT36GtbOg,1
O0yJk-6yMkc,1
tNXp91L-pjM,1
UFJ91POLbTA,1
a_I41_kBaZg,1
WakA1MftYP0,1
7fR1Jqw9lhc,1
RdRxvnZuxb4,1
jXAzVFU9K3k,1
ClpVYe8btN4,1
rRg1cSL9IpI,1
nOBC5Z0cpyA,1
O19wrfB9-0w,1
EYr64Bf8enY,1
cUG4YlfwZU8,1
woYQ_HzG4oY,1
mE931tAzvIs,1
xZTCiUGsax4,1
jrjNx6txRnY,1
ybM_R8Tep3s,1
8nRqi_bgG4A,1
d_vhz6AWu1I,1
iSXzzI86ps8,1
ylJhJH9y7iQ,1
703Mogn6l2E,1
jPAcih5CXPk,1
KekkEUZ3W1o,1
ELkCHUcxs4w,1
7WijoUqRsbU,1
3PTWFWx6xNg,1
FeM1aOOO5XI,1
uBQAS7c_vnw,1
-T5OhmjKmCU,1
R1fHH5GlJCw,1
FCovqu2QQyQ,1
08xIn_nnsbw,1
J1xfPBKTZrw,1
lWC-lhi8dHE,1
0mjB1qJQnow,1
2cUFrUCl5p8,1
HHhTGzO19F8,1
jgcbKWqm9JU,1
_1YYrsGuZNc,1
H5AIXA2REQE,1
nVyZ3Rl2NEk,1
IJogUxLvnNU,1
F62Nbp08LOw,1
VMCoI2sPgK8,1
wnMCgWqc5vo,1
3TaZI101x4A,1
Xk6GYlts-_0,1
zwGLpL-PM9c,1
ckWg448dmOE,1
lgVXRPLE46s,1
2qQE3oTU3Vw,1
pCxlWC2GltY,1
A_4Wll_egc0,1
OsmB1F_cC28,1
Ai4Ys3odN30,1
Mjwe6C17Oio,1
tJrdCjd_8-o,1
M7KU8ZBjyp0,1
UCjjsHkqyj4,1
fwJLe4j8Aio,1
CF3mycXt8eU,1
RqE5nQhcRBs,1
5ASpFepFGf8,1
bFj1vwZgu3M,1
3HuY6p4_AOQ,1
fmsMiOqIoMw,1
KP3eN6yqFUo,1
llB1m0lfP6E,1
B8uKPoWYnhg,1
rOyZI0uZK28,1
vEfuWz4cvFI,1
f5o3SeWCOlk,1
MnybCrxlNvg,1
EpiHCUtnXAo,1
frTTFaKx0Bk,1
A9JSToq8HUo,1
QfRqi6DFT2M,1
Etx51W42QqY,1
vaAHWyw8fEM,1
Ku2AV2UQaJY,1
TKXx0gNL4Ng,1
f46hlxxr_Wc,1
FFncb21bF8s,1
OwSO6H-qvZI,27
MSmumLDfduo,27
Z45FJeoKO1o,27
tHVDmEwflYI,27
Op1oh2-SciM,27
kcVJDYcwPLc,27
h-3NS1nkSKg,27
UCp0frXm7P8,27
z7trfO3OEV8,27
_O5dGE1qTQw,27
YquY214tN54,27
4Eiu8Qt1gag,27
pPxezTIw23c,27
WzIIElum1Q8,27
2ra3QR0gxsc,27
lEXupwk0b7Q,27
JJX0Ip_1U_c,27
-qyGpyp5juo,27
AtYy48Ni43A,27
6V3sJemfAVk,27
NzhqiHuxw8w,27
JgDlGgs2_Zc,27
-5lt2_kMubA,27
2tWr4Cxhw5s,27
hD2AWoVQipc,27
0jT_IHf0r_k,27
b44hK8WvlQ4,27
xMs8jBPQe_g,27
w5b_1WM4LIk,27
CUt9GPxJm2Q,27
CDaZg1JPukU,27
sJs_nVzhRyQ,27
9FP5FeexUjI,27
Qicv-fSzxD4,27
GRtAkyxIQeY,27
uW_3XymUExw,27
_CxAhmoXTj4,27
TmhJ6yM9y_c,27
IA6T_Lb2fx8,27
wjs9ERjU9KI,27
AgccCxaWhoQ,27
FMZgDhn7c90,27
11hX4nPd27c,27
eO9RizYUY8I,27
eoHG92ofyuU,27
rKCMhHNvaW4,27
NFu3dxHPw_M,27
aMKGFHi7bTk,27
8Dq7J2aHqR4,27
_iGbuYGJXjA,27
cH8iaqL5ooY,1
EkIc4yieYcM,1
cFT0nV3EGlg,1
2v3L-oyL7EQ,1
tRDnkhQDYEk,1
eBuHcrck1ZI,1
z76O_fNKNv4,1
CmB2lKpd02I,1
K9Lx0CU_-Iw,1
i8Cr-kwA1IU,1
gtG-y0U-Ztk,1
Lc7Za_pbzp8,1
2005hFqXTOs,1
oqBaLvH0xZE,1
ZukeiMt7EnU,1
TOsSzznB0vc,1
xghwKrf_zEg,1
cuTQlS5KJkM,1
qIff0_0uqco,1
khgkqcNWUew,1
JPI8IBkwpeE,1
GMjUWjWxkOc,1
YKORtf_RgPo,1
kMMu_fe29GM,1
WQuGhMYJudY,1
wt_6vk5d_3g,1
xq6ytQT4Rh0,1
ouVBZNGKV8w,1
6sM-UIQvZg4,1
MhstPAa5Tsc,1
ZrbvF2x5seQ,1
BxtQVDvhe5M,1
IFzk9D8JnYo,1
Pdx0P9lIfcg,1
WiKpAZ3o2Q4,1
iMLE7EJhpw4,1
MR6uFdV4vRc,1
m-CJsiUIr3Q,1
oTPYm52NVuI,1
Zwi-uFUx0rc,1
wRhS710TQsw,1
zjzU8l3jOGM,1
9X-O3sTRwnU,1
bzzX7OVUiZk,1
qT1cpYn46t8,1
OjA1QIgXQng,1
g8luv8eSIQs,1
JVRLPC2hwx4,1
fXTIByjQvzE,1
jfrW3_Wut1I,1
lJxc_unrXvc,24
jPVKmxq7trw,24
ic4dSZLTUw8,24
4Kq0-ocH92g,24
hEctPeVoLuU,24
r8gyfvMdM8g,24
-WUKXCuJ4pQ,24
vf7RDxiMQtk,24
NtBf-6_AMcQ,24
ENSvwrywa5s,24
Xb9KANjh-Dk,24
hJlAPgnK-iw,24
_qttodvKVK4,24
kLPkzREDh8Q,24
c2yjVNWVNtQ,24
FvtI-hm0Iwk,24
jbTrh-bXdZg,24
x9DquMMrqGY,24
WA8LKDMNa5c,24
WzALRvO9W-0,24
Ma9-QeAcEVY,27
gGIJuvR3NhM,24
wg-IlVwP0TU,24
o4YwSbN_8-g,24
9zZh-gB1Gz4,27
tJv0F62kHxs,24
S_9pyDfzujM,24
n5htmWXq5bA,24
fwZGv4c-aU4,27
LqWyFv2gTrQ,27
pLtn0Hyv4Jk,24
60Fe8nuZjUA,27
k23Hg6KCOKM,27
81MHXf5qweE,27
EHmDD2eNoYM,27
2MszRQzq3-8,27
2seYv3j4jjk,27
eyOeqXPRdAk,27
grHQv4FJjzg,27
X5Xl5WW_TVk,27
leBZhU2ifJs,27
9L9rV-q4DRI,27
XYCGOJvduFY,27
MT7B9jD2i84,27
ndhjTyJoc9c,27
muR-zWJLP9I,27
FULdv14vXL0,27
8FHO6YrTzUY,24
kSAWCBpckJ4,27
N-a27BUghzs,27
jQ8zA5d5HDk,10
YY-mCJNP8Zc,10
VLuEp7xn-0s,10
fDD_Z6GNRHc,10
WzL1gP8g21Q,10
N8Uf3hCNbTs,10
xOCvz8Dl1_w,10
A_NOFkQf_9g,10
wZ3onUmoMZw,10
kClfytbwjGo,10
1rYFCwLCRFU,10
81c0XualB64,10
yzvyq3sIVvk,10
92uPDxXoH_A,10
533BWWI1w1A,10
m4I7JoyZZnw,10
92mmqUEmJsE,10
ZYUMcaaYMV4,10
36QHX8Kk04Y,10
05wYD8XMe1A,10
TMyoAZEFqeU,10
jqJ4W1_sezk,10
d4MBfQ4E4OA,10
w2yR3Lc_-2o,10
fh5-KnNpARM,10
WScLuiPI2g0,10
6EX1OSjQSNk,10
EPh8Mozj3b4,10
AazjteLU5rE,10
70XJEIGqAdE,10
1iBK4cW9_jk,10
kNKxnvDv65A,10
uMEBUR0-ZgI,10
dQAXypBsNbY,10
g8EywMV-rqw,10
KXCNOR5sIxM,10
KLvOzzQnrAY,10
HkusajLV-vg,10
fXeS5H0IOws,10
zxJCzuIPyHQ,10
kpGJBiqod6E,10
fH-NPIBwNxM,10
O3XF2ARVFxI,10
t21PyQeUTlE,10
kwp0LM-oAxM,10
EMNCUR_ACS4,10
LF-3EPbdlaY,10
qv3BDRynzGE,10
zXFncn1ydqg,10
xMxaEU4rizM,27
3Vk-0YydsRI,27
2Khxl5V5Hj4,27
XLXv5oX50Ss,27
cTExxZsLdj4,27
w49E3B6kz-8,27
9_ojTvPTFYs,27
TQSntKPpSTk,27
aWAEWoGDIaM,27
Yr2ud6rZJvo,27
JIQYDVFsg4Q,27
mjFl5sHBNDA,27
C3P3OwF68Us,27
C7TJZdCqzHw,27
oqlrVktBh74,27
MdJSj52yWxI,27
15FDLNFObhQ,27
NUzc4_YbCIM,27
CrD6WF62xF4,27
DmHaTg8TB5s,27
EPgUKVAYAJc,27
1whGRgcu4Lw,27
EWCQcJQVaEw,27
Ig6H_n4fieI,27
vZQk-ivKgNc,27
ts8FYGEOEFU,27
Czt4_qXCL9A,27
jX64nQuf3dc,27
cr4E-iq9gxM,27
mo3zypWhJ0Y,27
LV1D21_3uJk,27
gnr4qTCrJNY,27
t2o7T--nsu8,27
i40XRLEA1qM,27
WGK1SI4e4sY,27
Ta7GG5ZMtk8,27
Zn6AhtrlSdA,27
rtIKLC4d2Ts,27
iJs0oSy4EyM,27
-ElTy-CQTqU,27
mPW8unI3c40,27
xOiHDleU6B4,27
knvFsXEYxic,27
X6g2w5Vqhg0,27
tn04AnCZOLQ,27
NPGlN6d0xpI,27
yE8dIIdHgyM,27
wjA4_dTqr6E,27
V2Rs5PLe1E8,24
S6BQeWJxOcw,27
mf3PeGcpIyQ,27
QyvK395NzNQ,27
XhCHLxwKmpw,24
tmy4_yhxHSU,27
DKBTUD-phoI,27
TJT-vgO-GpA,27
ogYBLYk34Mg,27
2tXDRauwiPM,27
75DJHshzyvo,27
CkcH2O9VL5U,27
TK3fNBbGlAg,27
bANHFBPyBgM,27
dw8Ou3KhtdY,27
9gHsQDh5em8,27
phcZhRBLxZ8,27
XHrJvcdgT-4,27
g3RbuUGkm6I,27
_EOBi0UK9Z0,27
mgNIhdGyjx4,27
74RCAhEnTT8,27
Zb1r3oRwjqE,27
4Qop-Web2AM,27
xxk3R4s3hfQ,27
xaUX8RzAF4Y,27
Ivi9n3EF3Es,27
Ey8aR2pyEH4,27
aj60xWBHJxw,27
M5Byww-rz-Y,27
Cg1V_qPBSrc,27
nLLA1JzrSvA,27
Pc_LPWl6HM8,27
9Yq08C8UIHw,27
poWI4n59mwc,27
k000S_q6spk,27
8KrPCsTKjjM,27
oqi3IaA5qRw,27
3e6_lp9tY74,27
osKDb8v5fik,27
ls31mAMFuFA,27
8f5RQSuSmUc,27
eHyvd8XPfTE,27
oPh3_k1DXPQ,27
Meyuey0_kHA,27
gSS1Wp_XV94,27
3Mh3Y9Y_jpM,27
XP9aM_PZ1F4,27
lirgS3ilmnY,27
-6pmpiEDW6g,1
zQmuKrHRoDc,1
yg6ITl4cWU0,1
WNnFDz02b2E,1
Uc4gKOUIEYQ,1
xBV5bidt3yM,1
cQXSr79VwoU,1
3yUcmSivVac,1
XoRLucvabRU,1
JFXXFTbRUYQ,1
4YzGvYAOJTk,1
qvGfx9deZHk,1
3fnjuFdeW98,1
9gSLPegQyNQ,1
Wkqsxyxm190,1
5qYUfgRS1PQ,1
nMb2blyPbC4,1
OpAF5JBJ-Tw,1
dAnYZ0ZzwxM,1
iK0j8etrn6U,1
FFs_U1Jnfqg,1
1_H-4mHnOcE,1
jiWktrI5hsc,1
7WAB0Ovbg-s,1
nFQsVQybZDU,1
WkzjBv01yDA,1
aCfzGgGp2A4,1
dskeK7e4FvQ,1
IwmYqHJkVxs,1
RuyOc7mhp6o,1
O6KD-t7la1E,1
W36XZM1-WiA,1
v9_OVkvQ0i0,1
50h_mofwfuE,1
gP7AlgRKqTA,1
Z4h7qafdmoQ,1
n20-AH8iVN0,1
8K6Ua09TEUU,1
Cq9jpTwua2Y,1
7DcWqJSrtdw,1
Vq3geyQP2-4,1
X7WEJ5yOpQg,1
BZ6NFHtR-M4,1
OPNFmVRpruI,1
AVS20MjvXFo,1
-UwHJCHrs3g,1
SHNuRZyj0LI,1
c5J9teAQ6qE,1
Tr7FcIvjVc4,1
DGgp-dmPxfE,24
XWC361jvF_s,24
nMn49B5qRO4,24
TiOuqBd2h2A,24
qt012vkwago,24
cPgNsJqOZv0,24
8sY45W_Lb4o,24
AdF8dXqqkV4,24
feS-WkQOxpI,24
QvdU9yRGolE,24
-eB9HsDgtYo,24
Rq9NJUH-RTc,24
6vydwflRqBo,24
BqKhXNdjJ3k,24
